city,timestamp,temperature,season
New York,2010-01-01,4.674953012878553,winter
New York,2010-01-02,-13.299460566762535,winter
New York,2010-01-03,-5.47558562151098,winter
New York,2010-01-04,-1.5985151527229167,winter
New York,2010-01-05,-5.60093002212414,winter
New York,2010-01-06,4.08659026416979,winter
New York,2010-01-07,-1.683199237007601,winter
New York,2010-01-08,1.7970139137219894,winter
New York,2010-01-09,2.261761920383465,winter
New York,2010-01-10,-12.29965123212444,winter
New York,2010-01-11,-6.978861407584076,winter
New York,2010-01-12,-12.048740701786784,winter
New York,2010-01-13,-4.219010062493096,winter
New York,2010-01-14,3.2804313506709715,winter
New York,2010-01-15,6.225720687318907,winter
New York,2010-01-16,1.3654047466012602,winter
New York,2010-01-17,7.978727898244795,winter
New York,2010-01-18,-5.2343904035816236,winter
New York,2010-01-19,-1.6550918687975051,winter
New York,2010-01-20,-6.33934142507989,winter
New York,2010-01-21,7.1307467181982185,winter
New York,2010-01-22,0.11113624219183191,winter
New York,2010-01-23,0.2236042933969312,winter
New York,2010-01-24,-2.454472597663295,winter
New York,2010-01-25,8.529438505957346,winter
New York,2010-01-26,7.281184529294653,winter
New York,2010-01-27,-6.846231471973898,winter
New York,2010-01-28,-2.282486343917461,winter
New York,2010-01-29,3.4204066805618973,winter
New York,2010-01-30,-0.5638093280007386,winter
New York,2010-01-31,-5.522031731745043,winter
New York,2010-02-01,0.7736211275095012,winter
New York,2010-02-02,-9.445961500633395,winter
New York,2010-02-03,3.1402626992549356,winter
New York,2010-02-04,2.132218153199453,winter
New York,2010-02-05,-7.537583114788063,winter
New York,2010-02-06,3.9473922011784603,winter
New York,2010-02-07,4.34490934287746,winter
New York,2010-02-08,-1.7623654450481157,winter
New York,2010-02-09,1.7108776573103024,winter
New York,2010-02-10,-10.674508382621955,winter
New York,2010-02-11,1.207070985718519,winter
New York,2010-02-12,-5.002458638261443,winter
New York,2010-02-13,5.131063682263014,winter
New York,2010-02-14,-3.6555531950882525,winter
New York,2010-02-15,8.88928932226214,winter
New York,2010-02-16,3.15661975890674,winter
New York,2010-02-17,-5.211501268946268,winter
New York,2010-02-18,-1.1260329534645317,winter
New York,2010-02-19,6.419286428401474,winter
New York,2010-02-20,-8.833188630949786,winter
New York,2010-02-21,6.459217772654321,winter
New York,2010-02-22,4.118664790810836,winter
New York,2010-02-23,-5.4604591922186465,winter
New York,2010-02-24,7.950298289387435,winter
New York,2010-02-25,0.6368376786966211,winter
New York,2010-02-26,-5.208238403738119,winter
New York,2010-02-27,-0.20877796826343306,winter
New York,2010-02-28,-4.851824696694709,winter
New York,2010-03-01,3.603149347061886,spring
New York,2010-03-02,7.286116477349848,spring
New York,2010-03-03,11.155997228346509,spring
New York,2010-03-04,7.22140101008228,spring
New York,2010-03-05,7.458367682915325,spring
New York,2010-03-06,13.21400123023157,spring
New York,2010-03-07,6.6451713612197025,spring
New York,2010-03-08,6.66358687603138,spring
New York,2010-03-09,14.336025703057572,spring
New York,2010-03-10,9.115317491523173,spring
New York,2010-03-11,3.896456679573344,spring
New York,2010-03-12,6.173054437355034,spring
New York,2010-03-13,25.959614748133898,spring
New York,2010-03-14,7.951968596265048,spring
New York,2010-03-15,16.909682424521677,spring
New York,2010-03-16,8.224540622280461,spring
New York,2010-03-17,11.163039143363259,spring
New York,2010-03-18,14.918287646251915,spring
New York,2010-03-19,11.178581871122631,spring
New York,2010-03-20,11.009124828933816,spring
New York,2010-03-21,10.872913637546727,spring
New York,2010-03-22,9.815874494645286,spring
New York,2010-03-23,0.13534116117824446,spring
New York,2010-03-24,-1.445143613038118,spring
New York,2010-03-25,14.238566716663343,spring
New York,2010-03-26,4.628507973270571,spring
New York,2010-03-27,13.284708470546871,spring
New York,2010-03-28,6.171072622557978,spring
New York,2010-03-29,3.8506286632080444,spring
New York,2010-03-30,9.093278539247837,spring
New York,2010-03-31,1.178478688027699,spring
New York,2010-04-01,9.773837552919492,spring
New York,2010-04-02,8.996704921859001,spring
New York,2010-04-03,13.163863864639143,spring
